GP;date;year;month;day;T;P;Q_obs;Q_sim
76141 Sludka;26.08.2013;2013;8;26;9.4375;0.3;8.67;-0.860227378
76141 Sludka;27.08.2013;2013;8;27;9.125;0;8.67;-0.853913549
76141 Sludka;28.08.2013;2013;8;28;10.05;0;8.67;-0.843475937
76141 Sludka;29.08.2013;2013;8;29;12.6;0;8.67;-0.842877782
76141 Sludka;30.08.2013;2013;8;30;14.2625;0;8.67;-0.841553178
76141 Sludka;31.08.2013;2013;8;31;13.275;0;8.26;-0.842155314
76141 Sludka;01.09.2013;2013;9;1;11;4.1;8.26;-0.751082006
76141 Sludka;02.09.2013;2013;9;2;13.9375;4.8;8.53;-0.547377956
76141 Sludka;03.09.2013;2013;9;3;13.85;1.5;9.34;-0.278799528
76141 Sludka;04.09.2013;2013;9;4;12.3125;15.025;9.34;0.567976565
76141 Sludka;05.09.2013;2013;9;5;9.775;5.075;9.34;1.967562859
76141 Sludka;06.09.2013;2013;9;6;11.325;0.5;9.74;3.656087617
76141 Sludka;07.09.2013;2013;9;7;13.325;5.575;10.3;4.471504472
76141 Sludka;08.09.2013;2013;9;8;13.8625;0.6;11.1;4.266362823
76141 Sludka;09.09.2013;2013;9;9;11.8625;0.225;11.7;3.653742616
76141 Sludka;10.09.2013;2013;9;10;9.3625;0;12.1;2.998498044
76141 Sludka;11.09.2013;2013;9;11;10.325;0;11.6;2.494766243
76141 Sludka;12.09.2013;2013;9;12;9.15;0;11.4;1.83720463
76141 Sludka;13.09.2013;2013;9;13;10.5125;0;10.8;1.224418367
76141 Sludka;14.09.2013;2013;9;14;9.9125;0.4;10.9;0.623405434
76141 Sludka;15.09.2013;2013;9;15;7.2125;0;11.2;0.094841527
76141 Sludka;16.09.2013;2013;9;16;6.8375;0;10.9;-0.295873157
76141 Sludka;17.09.2013;2013;9;17;8.5375;0;10.1;-0.510293398
76141 Sludka;18.09.2013;2013;9;18;10.5875;0;9.96;-0.591070525
76141 Sludka;19.09.2013;2013;9;19;5.625;1;9.82;-0.573508564
76141 Sludka;20.09.2013;2013;9;20;8.5625;1.05;9.67;-0.50870575
76141 Sludka;21.09.2013;2013;9;21;8.0375;9.25;9.8;0.117493237
76141 Sludka;22.09.2013;2013;9;22;9.2375;3.15;10.2;1.191209503
76141 Sludka;23.09.2013;2013;9;23;11.45;1.525;10.3;2.535583801
76141 Sludka;24.09.2013;2013;9;24;10.7375;2.775;10.8;3.127605371
76141 Sludka;25.09.2013;2013;9;25;9.8125;16.25;11.2;4.671270778
76141 Sludka;26.09.2013;2013;9;26;8.2875;13.7;12.6;9.236374719
76141 Sludka;27.09.2013;2013;9;27;6.2;1.15;14.5;16.84762977
76141 Sludka;28.09.2013;2013;9;28;2.35;6.75;17.4;24.92501129
76141 Sludka;29.09.2013;2013;9;29;3.0375;7.5;18.6;30.6637113
76141 Sludka;30.09.2013;2013;9;30;1.85;3.75;19.2;35.05417296
76141 Sludka;01.10.2013;2013;10;1;1.075;3.25;19.2;38.43395125
76141 Sludka;02.10.2013;2013;10;2;-0.1625;3.5;19.2;40.50246744
76141 Sludka;03.10.2013;2013;10;3;0.525;0;19.8;40.04316796
76141 Sludka;04.10.2013;2013;10;4;0.35;0;19.8;37.12696839
76141 Sludka;05.10.2013;2013;10;5;1.25;0;19.8;33.14818345
76141 Sludka;06.10.2013;2013;10;6;0.3875;0;18;28.96129094
76141 Sludka;07.10.2013;2013;10;7;5.45;0.175;14.5;25.42452594
76141 Sludka;08.10.2013;2013;10;8;4.125;0.525;13.9;22.28407209
76141 Sludka;09.10.2013;2013;10;9;0.4125;0;13.4;19.53897286
76141 Sludka;10.10.2013;2013;10;10;1.475;0.125;12.2;17.00448116
76141 Sludka;11.10.2013;2013;10;11;3.475;1.725;11.2;15.07242511
76141 Sludka;12.10.2013;2013;10;12;5.4875;7.25;10.9;14.73047219
76141 Sludka;13.10.2013;2013;10;13;2.6;4.5;11.2;16.45696229
76141 Sludka;14.10.2013;2013;10;14;0.0375;4.75;12.6;19.89354239
76141 Sludka;15.10.2013;2013;10;15;-0.55;1.125;14.9;22.72849009
76141 Sludka;16.10.2013;2013;10;16;1.2875;3.475;14.9;24.37987188
76141 Sludka;17.10.2013;2013;10;17;-1.75;0.75;17.2;24.50159266
76141 Sludka;18.10.2013;2013;10;18;-4.575;0;19.5;24.27192704
76141 Sludka;19.10.2013;2013;10;19;-0.7625;2.75;20.7;22.94535226
76141 Sludka;20.10.2013;2013;10;20;1.5375;2.25;21;21.71674029
76141 Sludka;21.10.2013;2013;10;21;-2.0875;0;21;20.630851
76141 Sludka;22.10.2013;2013;10;22;-1.7625;0;19.3;20.5350777
76141 Sludka;23.10.2013;2013;10;23;-1.7125;0.175;16.4;20.13810663
76141 Sludka;24.10.2013;2013;10;24;-1.475;9.775;15.3;19.60909127
76141 Sludka;25.10.2013;2013;10;25;2.075;14;15.3;22.32809054
76141 Sludka;26.10.2013;2013;10;26;4.7;1.45;19.8;31.35531131
76141 Sludka;27.10.2013;2013;10;27;2.925;0;23.9;45.74925251
76141 Sludka;28.10.2013;2013;10;28;1.75;0;25.1;57.91509104
76141 Sludka;29.10.2013;2013;10;29;5.025;3.75;26.9;63.07434791
76141 Sludka;30.10.2013;2013;10;30;9.075;2.325;30;62.66041317
76141 Sludka;31.10.2013;2013;10;31;6.2375;0.35;32.4;60.89797043
76141 Sludka;01.11.2013;2013;11;1;0.55;0.375;30.6;59.09897279
76141 Sludka;02.11.2013;2013;11;2;0.5875;3.5;28.1;56.56613561
76141 Sludka;03.11.2013;2013;11;3;3.9125;2.25;28.1;54.1253917
76141 Sludka;04.11.2013;2013;11;4;4.1625;4.5;29.1;53.78694778
76141 Sludka;05.11.2013;2013;11;5;1.5;8.75;29.7;57.31996713
76141 Sludka;06.11.2013;2013;11;6;4.625;4.025;30.3;63.73659401
76141 Sludka;07.11.2013;2013;11;7;8.3625;0.075;31.6;70.58097998
76141 Sludka;08.11.2013;2013;11;8;8.1125;0;33.8;73.59870676
76141 Sludka;09.11.2013;2013;11;9;4.025;4.1;35.7;72.91231701
76141 Sludka;10.11.2013;2013;11;10;2.05;1.4;38;70.305168
76141 Sludka;11.11.2013;2013;11;11;6.75;1.95;38.6;68.82601462
76141 Sludka;12.11.2013;2013;11;12;2.625;0.85;37.8;67.51549805
76141 Sludka;13.11.2013;2013;11;13;-1.15;0;38.9;65.6225446
76141 Sludka;14.11.2013;2013;11;14;0.9;1.5;40.2;62.5283884
76141 Sludka;15.11.2013;2013;11;15;-0.025;12.725;42.1;60.36022615
76141 Sludka;16.11.2013;2013;11;16;-3.375;1.1;42.8;59.42063743
76141 Sludka;17.11.2013;2013;11;17;-2.6875;4.675;45.4;59.36722486
76141 Sludka;18.11.2013;2013;11;18;-0.0625;4.075;43.6;57.64062467
76141 Sludka;19.11.2013;2013;11;19;-2.6625;0.225;40.5;54.37937622
76141 Sludka;20.11.2013;2013;11;20;-1.95;0;38.8;50.09684552
76141 Sludka;21.11.2013;2013;11;21;-1.9625;0.15;37.7;46.17412944
76141 Sludka;22.11.2013;2013;11;22;-0.6375;0.45;42.7;42.59827128
76141 Sludka;23.11.2013;2013;11;23;-1.475;0;41.1;39.36987182
76141 Sludka;24.11.2013;2013;11;24;-2.8125;0;34.4;36.59405047
76141 Sludka;25.11.2013;2013;11;25;-0.5;0;32.3;34.40671977
76141 Sludka;26.11.2013;2013;11;26;-2.6875;1.5;31;32.89058271
76141 Sludka;27.11.2013;2013;11;27;-3.9875;5;32.7;31.98112718
76141 Sludka;28.11.2013;2013;11;28;-4.2375;2;31.3;31.41467891
76141 Sludka;29.11.2013;2013;11;29;-1.6625;2.3;30.4;30.97567794
76141 Sludka;30.11.2013;2013;11;30;-6.3375;1.125;29.4;30.54311852
76141 Sludka;01.12.2013;2013;12;1;-9.3625;0.25;28.1;30.1169
76141 Sludka;02.12.2013;2013;12;2;-5.7375;2.775;27.6;29.6969234
76141 Sludka;03.12.2013;2013;12;3;-9.8;0.8;26.7;29.28309144
76141 Sludka;04.12.2013;2013;12;4;-12.4375;2.15;26.6;28.87530842
76141 Sludka;05.12.2013;2013;12;5;-8.425;1.05;26.4;28.47348028
76141 Sludka;06.12.2013;2013;12;6;-8.6;5.5;25.5;28.0775145
76141 Sludka;07.12.2013;2013;12;7;-6.575;2.8;24.7;27.68732013
76141 Sludka;08.12.2013;2013;12;8;-3.1875;2.5;23.9;27.30280772
76141 Sludka;09.12.2013;2013;12;9;-5.45;8.5;23.1;26.92388932
76141 Sludka;10.12.2013;2013;12;10;-7.5875;4.5;22.2;26.55047841
76141 Sludka;11.12.2013;2013;12;11;-13.4;2.75;21.4;26.18248996
76141 Sludka;12.12.2013;2013;12;12;-13.1875;3.3;20.6;25.81984029
76141 Sludka;13.12.2013;2013;12;13;-5.2375;7.5;19.7;25.46244716
76141 Sludka;14.12.2013;2013;12;14;-5.425;4.75;18.9;25.11022965
76141 Sludka;15.12.2013;2013;12;15;-13.425;1.625;18.1;24.76310819
76141 Sludka;16.12.2013;2013;12;16;-18.275;0.3;17.3;24.42100454
76141 Sludka;17.12.2013;2013;12;17;-22.825;0.975;16.4;24.08384171
76141 Sludka;18.12.2013;2013;12;18;-16.3;5.375;15.6;23.75154401
76141 Sludka;19.12.2013;2013;12;19;-20.725;0.375;14.8;23.42403699
76141 Sludka;20.12.2013;2013;12;20;-20.9;2.15;13.9;23.1012474
76141 Sludka;21.12.2013;2013;12;21;-13.8375;2.7;13.1;22.78310321
76141 Sludka;22.12.2013;2013;12;22;-5.2375;1.125;12.5;22.46953357
76141 Sludka;23.12.2013;2013;12;23;-3.9875;2.3;12.3;22.16046878
76141 Sludka;24.12.2013;2013;12;24;-0.7;3.475;11.6;21.85584027
76141 Sludka;25.12.2013;2013;12;25;-1.0625;0.75;11.2;21.55558062
76141 Sludka;26.12.2013;2013;12;26;-2.5875;0;11.3;21.25962347
76141 Sludka;27.12.2013;2013;12;27;-1.5625;0;11.7;20.96790357
76141 Sludka;28.12.2013;2013;12;28;-3.8375;0;11.8;20.6803567
76141 Sludka;29.12.2013;2013;12;29;-2.728571429;0;12.2;20.39691972
76141 Sludka;30.12.2013;2013;12;30;-2.05;0.075;12.3;20.11753048
76141 Sludka;31.12.2013;2013;12;31;0.525;0.225;12.4;19.84212785
76141 Sludka;01.01.2014;2014;1;1;-0.675;0.5;12.5;19.57065169
76141 Sludka;02.01.2014;2014;1;2;-10.8875;3.5;12.6;19.30304282
76141 Sludka;03.01.2014;2014;1;3;-29.725;0;12.6;19.03924303
76141 Sludka;04.01.2014;2014;1;4;-26.675;0.075;12.3;18.77919504
76141 Sludka;05.01.2014;2014;1;5;-12.9;0.825;12.1;18.52284249
76141 Sludka;06.01.2014;2014;1;6;-10.1625;2.85;11.5;18.27012993
76141 Sludka;07.01.2014;2014;1;7;-9.6;0.8;11.5;18.0210028
76141 Sludka;08.01.2014;2014;1;8;-4.25;3.65;11.5;17.7754074
76141 Sludka;09.01.2014;2014;1;9;-2.025;2.35;11.5;17.53329091
76141 Sludka;10.01.2014;2014;1;10;-2.3375;1.15;11.8;17.29460134
76141 Sludka;11.01.2014;2014;1;11;-3.325;0.75;11.8;17.05928755
76141 Sludka;12.01.2014;2014;1;12;-0.575;3.5;11.7;16.82729918
76141 Sludka;13.01.2014;2014;1;13;-2.5125;2;11.7;16.59858671
76141 Sludka;14.01.2014;2014;1;14;-1.55;4.85;12;16.37310139
76141 Sludka;15.01.2014;2014;1;15;-6.057142857;1;12;16.15079524
76141 Sludka;16.01.2014;2014;1;16;-13.47142857;0.8;11.6;15.93162105
76141 Sludka;17.01.2014;2014;1;17;-14.625;3.5;11.6;15.71553237
76141 Sludka;18.01.2014;2014;1;18;-15.125;5.7;11.6;15.50248345
76141 Sludka;19.01.2014;2014;1;19;-19.975;0.975;11.2;15.2924293
76141 Sludka;20.01.2014;2014;1;20;-21.8625;0.225;11.2;15.08532562
76141 Sludka;21.01.2014;2014;1;21;-9.3875;0.075;11.1;14.88112883
76141 Sludka;22.01.2014;2014;1;22;-17.875;0.225;10.8;14.679796
76141 Sludka;23.01.2014;2014;1;23;-17.3875;0.425;10.5;14.48128491
76141 Sludka;24.01.2014;2014;1;24;-27.525;0.075;10.8;14.28555399
76141 Sludka;25.01.2014;2014;1;25;-29.1375;0;10.4;14.09256232
76141 Sludka;26.01.2014;2014;1;26;-25.4875;0;10.4;13.90226963
76141 Sludka;27.01.2014;2014;1;27;-28.425;0;10.2;13.71463628
76141 Sludka;28.01.2014;2014;1;28;-31.075;0;9.53;13.52962324
76141 Sludka;29.01.2014;2014;1;29;-33.5875;0;8.63;13.34719209
76141 Sludka;30.01.2014;2014;1;30;-22.775;0.05;8.19;13.16730504
76141 Sludka;31.01.2014;2014;1;31;-18.15;0.55;7.56;12.98992484
76141 Sludka;01.02.2014;2014;2;1;-22.14285714;0;7.35;12.81501486
76141 Sludka;02.02.2014;2014;2;2;-18.0375;0.5;6.72;12.64253902
76141 Sludka;03.02.2014;2014;2;3;-11.725;2.125;6.93;12.47246181
76141 Sludka;04.02.2014;2014;2;4;-14.2;0.725;7.14;12.30474826
76141 Sludka;05.02.2014;2014;2;5;-20.3875;0.15;7.14;12.13936395
76141 Sludka;06.02.2014;2014;2;6;-27.5375;0;7.35;11.976275
76141 Sludka;07.02.2014;2014;2;7;-28.1875;0;7.35;11.81544804
76141 Sludka;08.02.2014;2014;2;8;-22.1875;0;7.35;11.65685022
76141 Sludka;09.02.2014;2014;2;9;-16.8125;0.3;7.35;11.5004492
76141 Sludka;10.02.2014;2014;2;10;-11.45;2.75;7.35;11.34621313
76141 Sludka;11.02.2014;2014;2;11;-8.6625;2.25;7.56;11.19411067
76141 Sludka;12.02.2014;2014;2;12;-13.125;0.3;7.35;11.04411093
76141 Sludka;13.02.2014;2014;2;13;-16.8875;0.9;7.35;10.89618353
76141 Sludka;14.02.2014;2014;2;14;-17.15;2.5;7.56;10.75029852
76141 Sludka;15.02.2014;2014;2;15;-9.9875;3.625;7.51;10.60642645
76141 Sludka;16.02.2014;2014;2;16;-2.575;0.375;7.51;10.46453828
76141 Sludka;17.02.2014;2014;2;17;-2.75;0;7.51;10.32460544
76141 Sludka;18.02.2014;2014;2;18;-4.7625;3.75;7.25;10.18659979
76141 Sludka;19.02.2014;2014;2;19;-9.075;3.5;7.45;10.05049361
76141 Sludka;20.02.2014;2014;2;20;-15.45;1.825;7.64;9.916259624
76141 Sludka;21.02.2014;2014;2;21;-21.825;0.225;7.56;9.783870944
76141 Sludka;22.02.2014;2014;2;22;-25.9375;0;7.56;9.653301109
76141 Sludka;23.02.2014;2014;2;23;-21.8;0.5;7.48;9.524524055
76141 Sludka;24.02.2014;2014;2;24;-12.1625;4;7.48;9.397514114
76141 Sludka;25.02.2014;2014;2;25;-2.5;2;7.56;9.272246005
76141 Sludka;26.02.2014;2014;2;26;0.3875;0;7.75;9.148694831
76141 Sludka;27.02.2014;2014;2;27;-1.7;0.325;7.94;9.026836072
76141 Sludka;28.02.2014;2014;2;28;-2.4625;0.075;8.13;8.906645578
76141 Sludka;01.03.2014;2014;3;1;-6.1;0;8.31;8.788099562
76141 Sludka;02.03.2014;2014;3;2;-11.1625;0;8.88;8.671174597
76141 Sludka;03.03.2014;2014;3;3;-6;0.025;9.25;8.555847609
76141 Sludka;04.03.2014;2014;3;4;-5.175;0.075;9.44;8.442095869
76141 Sludka;05.03.2014;2014;3;5;-3.8625;0.175;9.63;8.329896991
76141 Sludka;06.03.2014;2014;3;6;-2.675;0.625;9.63;8.219228926
76141 Sludka;07.03.2014;2014;3;7;-2.1125;0.125;9.63;8.110069953
76141 Sludka;08.03.2014;2014;3;8;-0.1;0.875;9.63;8.002398677
76141 Sludka;09.03.2014;2014;3;9;1;0;9.81;7.896194024
76141 Sludka;10.03.2014;2014;3;10;1.05;0;10;7.791435235
76141 Sludka;11.03.2014;2014;3;11;1.5875;5;10;7.68810186
76141 Sludka;12.03.2014;2014;3;12;0.5;6.125;10.2;7.586173753
76141 Sludka;13.03.2014;2014;3;13;-0.4375;1.625;10.2;7.485631072
76141 Sludka;14.03.2014;2014;3;14;-2.8125;1.25;10.2;7.386454265
76141 Sludka;15.03.2014;2014;3;15;-0.375;1.5;10.2;7.288624075
76141 Sludka;16.03.2014;2014;3;16;1.075;0.75;10.2;7.192121528
76141 Sludka;17.03.2014;2014;3;17;1.9125;2.85;10.4;7.096927934
76141 Sludka;18.03.2014;2014;3;18;-0.7625;6.5;11.2;7.003024879
76141 Sludka;19.03.2014;2014;3;19;-1.6125;9.75;11.2;6.910394221
76141 Sludka;20.03.2014;2014;3;20;-5.9;1.475;11.8;6.819018086
76141 Sludka;21.03.2014;2014;3;21;-7.242857143;0.675;12;6.728878866
76141 Sludka;22.03.2014;2014;3;22;-2.6125;0.225;12;6.639959211
76141 Sludka;23.03.2014;2014;3;23;0.575;0.675;12.3;6.552242029
76141 Sludka;24.03.2014;2014;3;24;3.9375;0.75;12.5;6.465710477
76141 Sludka;25.03.2014;2014;3;25;2.9;6.425;13.6;7.243969596
76141 Sludka;26.03.2014;2014;3;26;-0.4875;0.825;14;8.673082711
76141 Sludka;27.03.2014;2014;3;27;-0.4125;0;15.4;10.54217202
76141 Sludka;28.03.2014;2014;3;28;-0.55;0.1;16.9;11.00903074
76141 Sludka;29.03.2014;2014;3;29;-4.8875;0.3;17.7;10.49585568
76141 Sludka;30.03.2014;2014;3;30;-4.3375;0;18.5;9.418831212
76141 Sludka;31.03.2014;2014;3;31;-3.225;0;19;8.866038025
76141 Sludka;01.04.2014;2014;4;1;-4;0;19;8.629476816
76141 Sludka;02.04.2014;2014;4;2;-5.3625;4.25;19.2;8.504096461
76141 Sludka;03.04.2014;2014;4;3;-3.1125;5.75;19.5;8.380651628
76141 Sludka;04.04.2014;2014;4;4;-2.375;1.05;18.6;8.259110248
76141 Sludka;05.04.2014;2014;4;5;-3.2125;4.575;17.9;8.139440823
76141 Sludka;06.04.2014;2014;4;6;-1.45;0.825;18.2;8.021612415
76141 Sludka;07.04.2014;2014;4;7;-1.675;4.825;18.2;7.905594636
76141 Sludka;08.04.2014;2014;4;8;-3.5875;1.725;17.8;7.791357636
76141 Sludka;09.04.2014;2014;4;9;-7.2875;1.8;17;7.678872095
76141 Sludka;10.04.2014;2014;4;10;-8.175;0;15.8;7.568109212
76141 Sludka;11.04.2014;2014;4;11;-5.25;0;15.5;7.459040693
76141 Sludka;12.04.2014;2014;4;12;0.95;0;14.9;7.351638748
76141 Sludka;13.04.2014;2014;4;13;3.8625;0;14.9;7.530403829
76141 Sludka;14.04.2014;2014;4;14;5.075;0;15.8;10.54988659
76141 Sludka;15.04.2014;2014;4;15;5.1;0.1;16.7;19.32855853
76141 Sludka;16.04.2014;2014;4;16;6.25;0.3;20.5;37.30949166
76141 Sludka;17.04.2014;2014;4;17;4.8375;3.75;30.4;63.2021084
76141 Sludka;18.04.2014;2014;4;18;3.1875;5.25;72.5;93.78924147
76141 Sludka;19.04.2014;2014;4;19;7.6;0;140;126.2411989
76141 Sludka;20.04.2014;2014;4;20;8.8875;0;217;161.4722751
76141 Sludka;21.04.2014;2014;4;21;1.7625;0;276;195.6249791
76141 Sludka;22.04.2014;2014;4;22;3.1625;0.175;294;222.823234
76141 Sludka;23.04.2014;2014;4;23;3.625;10.525;296;239.0790287
76141 Sludka;24.04.2014;2014;4;24;-0.1375;0;296;247.3443276
76141 Sludka;25.04.2014;2014;4;25;-0.9375;0;293;250.1816333
76141 Sludka;26.04.2014;2014;4;26;-2.1375;0;288;242.9604038
76141 Sludka;27.04.2014;2014;4;27;-1.1;0.075;278;227.5797629
76141 Sludka;28.04.2014;2014;4;28;2.5375;0.225;267;208.7026585
76141 Sludka;29.04.2014;2014;4;29;6.5625;6;248;200.8015924
76141 Sludka;30.04.2014;2014;4;30;11.425;0;220;213.5814848
76141 Sludka;01.05.2014;2014;5;1;9.175;4.075;218;252.18001
76141 Sludka;02.05.2014;2014;5;2;10.7125;0.225;244;309.6738531
76141 Sludka;03.05.2014;2014;5;3;7.0625;7;275;371.9398157
76141 Sludka;04.05.2014;2014;5;4;1.4625;0;296;419.5701956
76141 Sludka;05.05.2014;2014;5;5;6.375;0.1;299;440.2007678
76141 Sludka;06.05.2014;2014;5;6;10.05;9.425;296;432.2149865
76141 Sludka;07.05.2014;2014;5;7;7.85;0.375;305;408.7280126
76141 Sludka;08.05.2014;2014;5;8;4.4;0;319;381.8071432
76141 Sludka;09.05.2014;2014;5;9;3.4875;0.4;327;354.4076877
76141 Sludka;10.05.2014;2014;5;10;14.925;0;324;326.2786771
76141 Sludka;11.05.2014;2014;5;11;16.15;2;320;298.0949819
76141 Sludka;12.05.2014;2014;5;12;20.1875;0;314;272.8299194
76141 Sludka;13.05.2014;2014;5;13;18.725;0;300;250.2817155
76141 Sludka;14.05.2014;2014;5;14;22.475;0;257;228.9160933
76141 Sludka;15.05.2014;2014;5;15;19.55;0;222;208.7012534
76141 Sludka;16.05.2014;2014;5;16;8.175;0;184;189.502689
76141 Sludka;17.05.2014;2014;5;17;6.7625;0;144;171.8450328
76141 Sludka;18.05.2014;2014;5;18;10.725;0;108;155.6231441
76141 Sludka;19.05.2014;2014;5;19;16.375;0;81.4;140.7517395
76141 Sludka;20.05.2014;2014;5;20;13.875;0;71.9;127.12683
76141 Sludka;21.05.2014;2014;5;21;20.8875;0;65.7;114.6288129
76141 Sludka;22.05.2014;2014;5;22;22.2625;0;58;103.1346084
76141 Sludka;23.05.2014;2014;5;23;19.2375;0;52.1;92.53717743
76141 Sludka;24.05.2014;2014;5;24;15.8125;0;48.4;82.74454115
76141 Sludka;25.05.2014;2014;5;25;21;0;43.5;73.69418359
76141 Sludka;26.05.2014;2014;5;26;10.275;0;34.8;65.34372893
76141 Sludka;27.05.2014;2014;5;27;6.8875;0;31.7;57.67829967
76141 Sludka;28.05.2014;2014;5;28;6.1;0;29.4;50.6963002
76141 Sludka;29.05.2014;2014;5;29;10.275;0;28.4;44.43872989
76141 Sludka;30.05.2014;2014;5;30;12.3125;0;26.2;39.11361587
76141 Sludka;31.05.2014;2014;5;31;14.95;0;25.3;34.98517935
76141 Sludka;01.06.2014;2014;6;1;18.5125;0;24.9;32.18374429
76141 Sludka;02.06.2014;2014;6;2;20.2375;0;23.7;30.42378736
76141 Sludka;03.06.2014;2014;6;3;15.1875;2;22;29.25696606
76141 Sludka;04.06.2014;2014;6;4;15.5125;2.25;20.8;28.34487222
76141 Sludka;05.06.2014;2014;6;5;16.95;7.375;20.4;27.768196
76141 Sludka;06.06.2014;2014;6;6;13.425;0.375;20.4;27.40740521
76141 Sludka;07.06.2014;2014;6;7;11.6875;0.025;20.4;27.14941693
76141 Sludka;08.06.2014;2014;6;8;15.2625;28.575;21.2;28.80611167
76141 Sludka;09.06.2014;2014;6;9;16.025;8.575;22;33.17550133
76141 Sludka;10.06.2014;2014;6;10;14.45;0.225;23.1;39.77103173
76141 Sludka;11.06.2014;2014;6;11;12.35;0;24.2;43.77467782
76141 Sludka;12.06.2014;2014;6;12;9.975;9.75;23.5;44.61271612
76141 Sludka;13.06.2014;2014;6;13;11.2125;2.375;22.7;43.20068785
76141 Sludka;14.06.2014;2014;6;14;15.225;0.425;22.7;42.41024648
76141 Sludka;15.06.2014;2014;6;15;14.425;5;23.1;41.45304202
76141 Sludka;16.06.2014;2014;6;16;7.5375;16.75;21.9;42.07034418
76141 Sludka;17.06.2014;2014;6;17;10.3;0;24.3;44.01003666
76141 Sludka;18.06.2014;2014;6;18;13.7;3.75;28.6;47.75526209
76141 Sludka;19.06.2014;2014;6;19;12.275;11.25;32;50.55027397
76141 Sludka;20.06.2014;2014;6;20;12.75;0;37.8;52.52507095
76141 Sludka;21.06.2014;2014;6;21;17.2125;0;38.2;53.21997173
76141 Sludka;22.06.2014;2014;6;22;19.4875;0;35.8;51.49208956
76141 Sludka;23.06.2014;2014;6;23;19.425;0;35;47.55591197
76141 Sludka;24.06.2014;2014;6;24;16.3875;0.6;32.2;42.29834321
76141 Sludka;25.06.2014;2014;6;25;15.1875;1.2;28.4;37.9603347
76141 Sludka;26.06.2014;2014;6;26;13.1;2.1;26.4;34.84088917
76141 Sludka;27.06.2014;2014;6;27;8.4875;0;24.6;32.93010791
76141 Sludka;28.06.2014;2014;6;28;11.075;0.5;24.8;31.81591918
76141 Sludka;29.06.2014;2014;6;29;14.3375;2;22.7;31.00828642
76141 Sludka;30.06.2014;2014;6;30;10.925;2.5;21.6;30.3204046
76141 Sludka;01.07.2014;2014;7;1;13.2875;0;20.1;29.6916489
76141 Sludka;02.07.2014;2014;7;2;15.9625;0;19.6;29.06325546
76141 Sludka;03.07.2014;2014;7;3;18.7875;0;18.6;28.2774756
76141 Sludka;04.07.2014;2014;7;4;19.775;18.5;18.4;28.67896825
76141 Sludka;05.07.2014;2014;7;5;18.1875;6.05;18.2;30.60271854
76141 Sludka;06.07.2014;2014;7;6;16;18.75;19.4;36.12878711
76141 Sludka;07.07.2014;2014;7;7;15.025;3.5;24.8;42.52746742
76141 Sludka;08.07.2014;2014;7;8;14.275;0;29.9;48.65120678
76141 Sludka;09.07.2014;2014;7;9;16.6625;0.875;34.3;50.08575161
76141 Sludka;10.07.2014;2014;7;10;11.1625;0.225;35.7;47.84860439
76141 Sludka;11.07.2014;2014;7;11;8.475;1.3;32.8;43.15800269
76141 Sludka;12.07.2014;2014;7;12;9.275;3;28;38.81735331
76141 Sludka;13.07.2014;2014;7;13;13.525;0;26.1;35.44496652
76141 Sludka;14.07.2014;2014;7;14;16.3125;0.025;25.1;32.96327472
76141 Sludka;15.07.2014;2014;7;15;17.975;0.225;24.4;31.01324656
76141 Sludka;16.07.2014;2014;7;16;18.5875;10.7;22.8;30.23712538
76141 Sludka;17.07.2014;2014;7;17;11.8;9.75;22.2;31.08466047
76141 Sludka;18.07.2014;2014;7;18;9.1;0;22.5;33.09415636
76141 Sludka;19.07.2014;2014;7;19;9.325;1.9;22.5;34.60462731
76141 Sludka;20.07.2014;2014;7;20;9.9;8.2;22.5;34.76683312
76141 Sludka;21.07.2014;2014;7;21;13.225;0.6;21.8;34.15959927
76141 Sludka;22.07.2014;2014;7;22;14.2;0;21.8;33.57636089
76141 Sludka;23.07.2014;2014;7;23;17.475;0;21.2;32.5719666
76141 Sludka;24.07.2014;2014;7;24;11.675;0;20.6;31.27211251
76141 Sludka;25.07.2014;2014;7;25;8.8625;0.075;19.9;29.79070061
76141 Sludka;26.07.2014;2014;7;26;10.1;0.375;19.3;28.71750306
76141 Sludka;27.07.2014;2014;7;27;10.7625;0.75;18.7;27.8018239
76141 Sludka;28.07.2014;2014;7;28;11.5125;0;18.4;26.91843705
76141 Sludka;29.07.2014;2014;7;29;16.425;0;17.3;26.04398271
76141 Sludka;30.07.2014;2014;7;30;18.4;8;16.4;25.47052827
76141 Sludka;31.07.2014;2014;7;31;13.7625;0;15.8;25.09233094
76141 Sludka;01.08.2014;2014;8;1;14.3125;0;16;24.92240404
76141 Sludka;02.08.2014;2014;8;2;14.625;0;15.4;24.30472978
76141 Sludka;03.08.2014;2014;8;3;16.025;0;15.1;23.45336807
76141 Sludka;04.08.2014;2014;8;4;19.05;0.6;14.7;22.38398077
76141 Sludka;05.08.2014;2014;8;5;19.475;0;15.3;21.43484608
76141 Sludka;06.08.2014;2014;8;6;20.2375;0;14.7;20.49633572
76141 Sludka;07.08.2014;2014;8;7;20.5875;0;14.7;19.53212546
76141 Sludka;08.08.2014;2014;8;8;22.15;0;14.4;18.54044848
76141 Sludka;09.08.2014;2014;8;9;22.575;0.025;14.1;17.5219548
76141 Sludka;10.08.2014;2014;8;10;21.7;0.575;13.9;16.50734964
