GP;date;year;month;day;T;P;Q_obs;Q_sim
76141 Sludka;09.09.2012;2012;9;9;10.3625;0.5;27.4;34.19418489
76141 Sludka;10.09.2012;2012;9;10;10.625;8.25;23.9;32.24098801
76141 Sludka;11.09.2012;2012;9;11;7.85;6;22.4;32.4698752
76141 Sludka;12.09.2012;2012;9;12;7.6625;2.25;22.8;35.08784122
76141 Sludka;13.09.2012;2012;9;13;6.5125;5.225;24.3;38.1774632
76141 Sludka;14.09.2012;2012;9;14;8.4125;0.925;29.2;40.01015271
76141 Sludka;15.09.2012;2012;9;15;10.5875;3.75;36.9;40.6250244
76141 Sludka;16.09.2012;2012;9;16;14.075;4.75;39.6;40.48002703
76141 Sludka;17.09.2012;2012;9;17;10.775;5.9;44;41.58907584
76141 Sludka;18.09.2012;2012;9;18;9.65;0.75;48.6;42.99843745
76141 Sludka;19.09.2012;2012;9;19;11.4;0;47.5;43.85212706
76141 Sludka;20.09.2012;2012;9;20;11.6;0;43.5;42.02663411
76141 Sludka;21.09.2012;2012;9;21;11;0;40.7;38.16797978
76141 Sludka;22.09.2012;2012;9;22;12.675;0;37.9;33.38964092
76141 Sludka;23.09.2012;2012;9;23;13.025;0;34.5;28.99806862
76141 Sludka;24.09.2012;2012;9;24;12.425;0.8;31.7;25.35749138
76141 Sludka;25.09.2012;2012;9;25;9.9875;1.5;27.6;22.7175925
76141 Sludka;26.09.2012;2012;9;26;8.575;3.5;27.6;21.35162409
76141 Sludka;27.09.2012;2012;9;27;8.8;1.9;26.4;20.98052874
76141 Sludka;28.09.2012;2012;9;28;6.05;0;24.7;21.10955109
76141 Sludka;29.09.2012;2012;9;29;8.9;0.3;23;21.09734023
76141 Sludka;30.09.2012;2012;9;30;10.225;0.95;21.9;20.83368832
76141 Sludka;01.10.2012;2012;10;1;9.3;2.5;21;20.49441486
76141 Sludka;02.10.2012;2012;10;2;3.45;3.25;20;20.39184573
76141 Sludka;03.10.2012;2012;10;3;0.2875;0;21.6;20.48530464
76141 Sludka;04.10.2012;2012;10;4;-0.0875;0;24.6;20.56036816
76141 Sludka;05.10.2012;2012;10;5;2.6125;5;24.6;20.71879687
76141 Sludka;06.10.2012;2012;10;6;9.5875;4.6;25.7;21.44113917
76141 Sludka;07.10.2012;2012;10;7;8.6625;4.7;25.7;23.28204108
76141 Sludka;08.10.2012;2012;10;8;7.4125;3.1;25.2;25.78435771
76141 Sludka;09.10.2012;2012;10;9;9.225;0.3;26.3;27.81485345
76141 Sludka;10.10.2012;2012;10;10;13.9875;0;29.6;28.20320953
76141 Sludka;11.10.2012;2012;10;11;9.4875;0;32.9;26.91113634
76141 Sludka;12.10.2012;2012;10;12;7.0375;0;32.4;24.93455307
76141 Sludka;13.10.2012;2012;10;13;9.0875;0;29.4;23.26636956
76141 Sludka;14.10.2012;2012;10;14;10.1875;0.125;28.9;22.24061957
76141 Sludka;15.10.2012;2012;10;15;5.2375;4.875;27.2;21.92948599
76141 Sludka;16.10.2012;2012;10;16;2.925;2;24.4;22.08899856
76141 Sludka;17.10.2012;2012;10;17;2.0875;0.3;24.4;22.56591606
76141 Sludka;18.10.2012;2012;10;18;4.9125;3.25;24.9;22.8277733
76141 Sludka;19.10.2012;2012;10;19;8.4;0.75;25.8;22.82194371
76141 Sludka;20.10.2012;2012;10;20;8.775;3;27.6;22.85774113
76141 Sludka;21.10.2012;2012;10;21;2.075;3;28.1;23.09128633
76141 Sludka;22.10.2012;2012;10;22;-0.125;0.075;28.7;23.48976991
76141 Sludka;23.10.2012;2012;10;23;-0.3125;0.725;30.2;23.66205985
76141 Sludka;24.10.2012;2012;10;24;-0.7125;0;33.7;23.44895567
76141 Sludka;25.10.2012;2012;10;25;-0.9;0;34.8;22.97188042
76141 Sludka;26.10.2012;2012;10;26;0.1125;1.25;34.7;22.40246531
76141 Sludka;27.10.2012;2012;10;27;0.0625;2.25;33.4;21.96599718
76141 Sludka;28.10.2012;2012;10;28;-0.625;1.25;32;21.61496022
76141 Sludka;29.10.2012;2012;10;29;3.725;29.875;34.4;28.8148257
76141 Sludka;30.10.2012;2012;10;30;-2.5375;0.375;43.4;42.58847553
76141 Sludka;31.10.2012;2012;10;31;-2.4875;3;50.9;62.1139466
76141 Sludka;01.11.2012;2012;11;1;2.325;3.175;57.3;73.32653268
76141 Sludka;02.11.2012;2012;11;2;-0.15;0.525;65.7;77.29550015
76141 Sludka;03.11.2012;2012;11;3;-0.6;0;64.9;74.9145254
76141 Sludka;04.11.2012;2012;11;4;-0.25;1;61.2;71.27620325
76141 Sludka;05.11.2012;2012;11;5;0.275;18.5;59.1;68.75444304
76141 Sludka;06.11.2012;2012;11;6;-1.675;1.625;55;67.25701503
76141 Sludka;07.11.2012;2012;11;7;2.5375;4.5;53.1;70.64157045
76141 Sludka;08.11.2012;2012;11;8;2.65;0.575;50;75.44938876
76141 Sludka;09.11.2012;2012;11;9;0.4125;1.05;55.9;81.72177967
76141 Sludka;10.11.2012;2012;11;10;-1.1;8.5;61.5;84.70479088
76141 Sludka;11.11.2012;2012;11;11;-2.425;0.2;72.8;83.78465546
76141 Sludka;12.11.2012;2012;11;12;-4.625;1.65;71.9;78.95716514
76141 Sludka;13.11.2012;2012;11;13;-2.0125;4.9;57.5;72.61453168
76141 Sludka;14.11.2012;2012;11;14;-0.525;1.15;43.8;66.49684521
76141 Sludka;15.11.2012;2012;11;15;-4.3625;0.65;41.4;60.74354637
76141 Sludka;16.11.2012;2012;11;16;-3.5375;0.6;42.2;55.50812843
76141 Sludka;17.11.2012;2012;11;17;-3.3;0.85;43.7;50.75451108
76141 Sludka;18.11.2012;2012;11;18;-2.9;0.7;47.8;46.45348757
76141 Sludka;19.11.2012;2012;11;19;-0.8;0.275;49;42.58457509
76141 Sludka;20.11.2012;2012;11;20;-0.75;0.775;44.8;39.14163438
76141 Sludka;21.11.2012;2012;11;21;0.5375;0.3;41.1;36.17539591
76141 Sludka;22.11.2012;2012;11;22;-1.6875;2.25;34.1;33.83015861
76141 Sludka;23.11.2012;2012;11;23;1.1125;1.3;33.9;32.19497262
76141 Sludka;24.11.2012;2012;11;24;0.3125;1;30.1;31.21970249
76141 Sludka;25.11.2012;2012;11;25;-4.95;0.55;27.4;30.6231508
76141 Sludka;26.11.2012;2012;11;26;-5.1125;0.95;25;30.17487131
76141 Sludka;27.11.2012;2012;11;27;-4.4625;4.5;24.5;29.72888567
76141 Sludka;28.11.2012;2012;11;28;-12.1625;3.3;24.1;29.28512185
76141 Sludka;29.11.2012;2012;11;29;-16.725;1.35;23.6;28.8435097
76141 Sludka;30.11.2012;2012;11;30;-24.9625;0;23.2;28.40902494
76141 Sludka;01.12.2012;2012;12;1;-16.65;2.075;22.7;27.98154386
76141 Sludka;02.12.2012;2012;12;2;-13.6125;0.6;22.3;27.56094505
76141 Sludka;03.12.2012;2012;12;3;-10.9;8.325;21.8;27.14710936
76141 Sludka;04.12.2012;2012;12;4;-9.475;0.625;21.4;26.73991982
76141 Sludka;05.12.2012;2012;12;5;-2.8375;1.075;20.9;26.33926167
76141 Sludka;06.12.2012;2012;12;6;-6.375;0.3;20.5;25.94502223
76141 Sludka;07.12.2012;2012;12;7;-9.3125;0;20.1;25.55709092
76141 Sludka;08.12.2012;2012;12;8;-10.8;0;19.6;25.17535921
76141 Sludka;09.12.2012;2012;12;9;-15.425;0;19.2;24.79972055
76141 Sludka;10.12.2012;2012;12;10;-15.7375;0;18.7;24.43007036
76141 Sludka;11.12.2012;2012;12;11;-16.2;0.5;18.3;24.066306
76141 Sludka;12.12.2012;2012;12;12;-17;2.5;17.8;23.70832668
76141 Sludka;13.12.2012;2012;12;13;-27.1875;0;17.4;23.35603349
76141 Sludka;14.12.2012;2012;12;14;-27.1125;0.3;16.9;23.00932931
76141 Sludka;15.12.2012;2012;12;15;-17.275;0;16.5;22.66811883
76141 Sludka;16.12.2012;2012;12;16;-17.85;0.45;16;22.33230846
76141 Sludka;17.12.2012;2012;12;17;-21.05;0.15;15.4;22.0018063
76141 Sludka;18.12.2012;2012;12;18;-25.0875;0;14.9;21.67652218
76141 Sludka;19.12.2012;2012;12;19;-26.475;0;14.7;21.35636752
76141 Sludka;20.12.2012;2012;12;20;-26.825;0;14.2;21.04125539
76141 Sludka;21.12.2012;2012;12;21;-27.2125;0.175;13.4;20.73110042
76141 Sludka;22.12.2012;2012;12;22;-23.55;2.025;13.1;20.4258188
76141 Sludka;23.12.2012;2012;12;23;-26.8375;1.5;12.3;20.12532824
76141 Sludka;24.12.2012;2012;12;24;-23.225;0.4;12.2;19.82954793
76141 Sludka;25.12.2012;2012;12;25;-22.8625;0;11.7;19.53839854
76141 Sludka;26.12.2012;2012;12;26;-14.675;3;12;19.25180217
76141 Sludka;27.12.2012;2012;12;27;-7.9375;4.5;12.6;18.96968232
76141 Sludka;28.12.2012;2012;12;28;-7.9125;5.5;12.9;18.69196386
76141 Sludka;29.12.2012;2012;12;29;-6.2625;0.8;13.2;18.41857305
76141 Sludka;30.12.2012;2012;12;30;-4.8375;2;13.2;18.14943744
76141 Sludka;31.12.2012;2012;12;31;-9.275;1.75;13.6;17.8844859
76141 Sludka;01.01.2013;2013;1;1;-18.1375;0.2;13.3;17.62364857
76141 Sludka;02.01.2013;2013;1;2;-25.3125;0.15;13.3;17.36685685
76141 Sludka;03.01.2013;2013;1;3;-20.375;1.15;13.6;17.11404336
76141 Sludka;04.01.2013;2013;1;4;-11.6;2;13.6;16.86514194
76141 Sludka;05.01.2013;2013;1;5;-10.025;3.75;13.6;16.6200876
76141 Sludka;06.01.2013;2013;1;6;-10.325;2.6;13.5;16.37881651
76141 Sludka;07.01.2013;2013;1;7;-8.6625;1.15;13.7;16.14126598
76141 Sludka;08.01.2013;2013;1;8;-11.175;2.975;13.9;15.90737444
76141 Sludka;09.01.2013;2013;1;9;-18.45;0.975;13.7;15.67708141
76141 Sludka;10.01.2013;2013;1;10;-20.075;0;13.3;15.45032749
76141 Sludka;11.01.2013;2013;1;11;-22.2125;0;13.2;15.22705433
76141 Sludka;12.01.2013;2013;1;12;-14.5375;0.15;13;15.00720461
76141 Sludka;13.01.2013;2013;1;13;-13.675;1.625;12.9;14.79072204
76141 Sludka;14.01.2013;2013;1;14;-10.7125;1.05;12.9;14.5775513
76141 Sludka;15.01.2013;2013;1;15;-14.025;0.975;12.5;14.36763808
76141 Sludka;16.01.2013;2013;1;16;-22.6625;0.7;12;14.16092899
76141 Sludka;17.01.2013;2013;1;17;-24.875;0;12.3;13.95737161
76141 Sludka;18.01.2013;2013;1;18;-18.1625;0;11.8;13.75691443
76141 Sludka;19.01.2013;2013;1;19;-19.8875;0;12;13.55950685
76141 Sludka;20.01.2013;2013;1;20;-20.25;0.2;11.8;13.36509915
76141 Sludka;21.01.2013;2013;1;21;-16.4375;4;11;13.17364249
76141 Sludka;22.01.2013;2013;1;22;-12.525;7.075;11;12.98508888
76141 Sludka;23.01.2013;2013;1;23;-17.95;1.025;11.2;12.79939117
76141 Sludka;24.01.2013;2013;1;24;-13.8375;0.6;11;12.61650303
76141 Sludka;25.01.2013;2013;1;25;-16.775;0.65;10.8;12.43637896
76141 Sludka;26.01.2013;2013;1;26;-20.7375;1.05;10.4;12.25897422
76141 Sludka;27.01.2013;2013;1;27;-21.275;0.525;10.2;12.08424486
76141 Sludka;28.01.2013;2013;1;28;-14.4;0.375;10.2;11.91214772
76141 Sludka;29.01.2013;2013;1;29;-9.125;0.175;10.4;11.74264034
76141 Sludka;30.01.2013;2013;1;30;-6.4875;0.925;10.4;11.57568104
76141 Sludka;31.01.2013;2013;1;31;-9.4625;0;10.4;11.41122884
76141 Sludka;01.02.2013;2013;2;1;-14;0;10.8;11.24924347
76141 Sludka;02.02.2013;2013;2;2;-9.475;0;10.8;11.08968536
76141 Sludka;03.02.2013;2013;2;3;-9.2625;0;10.9;10.93251563
76141 Sludka;04.02.2013;2013;2;4;-5.6875;0.25;11.1;10.77769605
76141 Sludka;05.02.2013;2013;2;5;-1.7;1.45;11.1;10.62518906
76141 Sludka;06.02.2013;2013;2;6;-4.2625;0.3;11.1;10.47495776
76141 Sludka;07.02.2013;2013;2;7;-2.7625;0;11.1;10.32696584
76141 Sludka;08.02.2013;2013;2;8;-3.45;0;11.3;10.18117767
76141 Sludka;09.02.2013;2013;2;9;-3.975;0.2;11.3;10.03755818
76141 Sludka;10.02.2013;2013;2;10;-4.2875;0;12;9.896072937
76141 Sludka;11.02.2013;2013;2;11;-4.55;0.125;11.8;9.756688065
76141 Sludka;12.02.2013;2013;2;12;-6.175;0.375;12.2;9.619370286
76141 Sludka;13.02.2013;2013;2;13;-3.3;0;12.2;9.484086882
76141 Sludka;14.02.2013;2013;2;14;-6.125;0;12.9;9.350805695
76141 Sludka;15.02.2013;2013;2;15;-8.7875;0;12.9;9.219495109
76141 Sludka;16.02.2013;2013;2;16;-9.825;0;12.9;9.090124049
76141 Sludka;17.02.2013;2013;2;17;-10.8625;0;12.7;8.962661964
76141 Sludka;18.02.2013;2013;2;18;-8.5375;0;12.2;8.837078821
76141 Sludka;19.02.2013;2013;2;19;-13.3875;0;12.2;8.713345094
76141 Sludka;20.02.2013;2013;2;20;-13.1;0;12;8.591431758
76141 Sludka;21.02.2013;2013;2;21;-13.38571429;0;11.6;8.471310275
76141 Sludka;22.02.2013;2013;2;22;-11.1625;0;11.4;8.352952589
76141 Sludka;23.02.2013;2013;2;23;-11.975;0.225;11.4;8.236331115
76141 Sludka;24.02.2013;2013;2;24;-10.7625;0.725;10.8;8.121418733
76141 Sludka;25.02.2013;2013;2;25;-6.275;2.15;10.6;8.008188777
76141 Sludka;26.02.2013;2013;2;26;-9.1125;0.25;10.6;7.896615029
76141 Sludka;27.02.2013;2013;2;27;-9.525;1.55;10.6;7.786671708
76141 Sludka;28.02.2013;2013;2;28;-20.9875;0.625;10.6;7.678333465
76141 Sludka;01.03.2013;2013;3;1;-21.1125;0.675;10.4;7.571575376
76141 Sludka;02.03.2013;2013;3;2;-17.45;0;10.2;7.466372929
76141 Sludka;03.03.2013;2013;3;3;-17.925;0;10;7.362702023
76141 Sludka;04.03.2013;2013;3;4;-23.05;0;9.81;7.260538958
76141 Sludka;05.03.2013;2013;3;5;-25.3125;0;10;7.159860426
76141 Sludka;06.03.2013;2013;3;6;-22.5625;0;10;7.060643506
76141 Sludka;07.03.2013;2013;3;7;-15.7;1.25;9.62;6.962865659
76141 Sludka;08.03.2013;2013;3;8;-11.75;0.975;9.23;6.866504717
76141 Sludka;09.03.2013;2013;3;9;-16.4875;0.475;8.69;6.771538878
76141 Sludka;10.03.2013;2013;3;10;-15.7125;0.5;8.5;6.677946701
76141 Sludka;11.03.2013;2013;3;11;-11.6375;1.7;8.5;6.585707099
76141 Sludka;12.03.2013;2013;3;12;-14.325;0;8.16;6.494799332
76141 Sludka;13.03.2013;2013;3;13;-14.9625;0;8.34;6.405203
76141 Sludka;14.03.2013;2013;3;14;-11.0625;0.175;7.99;6.316898039
76141 Sludka;15.03.2013;2013;3;15;-6.625;3.775;7.99;6.229864713
76141 Sludka;16.03.2013;2013;3;16;0.0125;15.75;7.99;6.144083612
76141 Sludka;17.03.2013;2013;3;17;2.0625;13.5;8.34;6.059535641
76141 Sludka;18.03.2013;2013;3;18;-2.575;1.8;9.42;5.976202019
76141 Sludka;19.03.2013;2013;3;19;-9.7125;0.225;10;5.894064269
76141 Sludka;20.03.2013;2013;3;20;-11.0125;2.75;10.8;5.813104218
76141 Sludka;21.03.2013;2013;3;21;-12.6625;5.975;11.4;5.733303988
76141 Sludka;22.03.2013;2013;3;22;-7.9;7.325;12.8;5.654645991
76141 Sludka;23.03.2013;2013;3;23;-13.5125;0.225;13.4;5.577112925
76141 Sludka;24.03.2013;2013;3;24;-15.05;0.75;13.5;5.50068777
76141 Sludka;25.03.2013;2013;3;25;-9.025;7.25;13.7;5.425353779
76141 Sludka;26.03.2013;2013;3;26;-6.575;2.75;13.5;5.351094479
76141 Sludka;27.03.2013;2013;3;27;-5.9875;2.475;13.3;5.277893662
76141 Sludka;28.03.2013;2013;3;28;-5.975;1.6;13.1;5.20573538
76141 Sludka;29.03.2013;2013;3;29;-8.6875;0.675;12.7;5.134603945
76141 Sludka;30.03.2013;2013;3;30;-9.1125;0;12.7;5.06448392
76141 Sludka;31.03.2013;2013;3;31;-5.6375;0.5;13.1;4.995360116
76141 Sludka;01.04.2013;2013;4;1;-2.675;2;13.3;4.927217589
76141 Sludka;02.04.2013;2013;4;2;0.025;7.525;13.3;4.860041634
76141 Sludka;03.04.2013;2013;4;3;5.0375;0.075;13.5;4.793817782
76141 Sludka;04.04.2013;2013;4;4;0.4;0;13.7;4.726858841
76141 Sludka;05.04.2013;2013;4;5;-3.028571429;0;14.6;4.657535861
76141 Sludka;06.04.2013;2013;4;6;5.3625;0;19.5;7.193589213
76141 Sludka;07.04.2013;2013;4;7;4.3875;0.5;17.4;14.80950396
76141 Sludka;08.04.2013;2013;4;8;-1.3625;10;22;26.87877297
76141 Sludka;09.04.2013;2013;4;9;-0.0625;1.5;28.5;37.76420448
76141 Sludka;10.04.2013;2013;4;10;-0.225;0;32.4;41.99068136
76141 Sludka;11.04.2013;2013;4;11;-2.075;0.25;32.7;40.33512564
76141 Sludka;12.04.2013;2013;4;12;-0.7625;0.75;31.9;35.81460435
76141 Sludka;13.04.2013;2013;4;13;0.025;0;29.9;31.57270963
76141 Sludka;14.04.2013;2013;4;14;0.45;0;28.6;27.59410105
76141 Sludka;15.04.2013;2013;4;15;2.457142857;0;29.4;25.11171297
76141 Sludka;16.04.2013;2013;4;16;5.6;0.75;30.9;27.78484624
76141 Sludka;17.04.2013;2013;4;17;4.7875;2.25;39.7;39.13545191
76141 Sludka;18.04.2013;2013;4;18;6.125;0;64.9;60.88222798
76141 Sludka;19.04.2013;2013;4;19;7.125;0;117;90.36755076
76141 Sludka;20.04.2013;2013;4;20;10.85;0;193;128.7298316
76141 Sludka;21.04.2013;2013;4;21;8.175;0;271;174.3475085
76141 Sludka;22.04.2013;2013;4;22;5.2375;0;357;223.1575236
76141 Sludka;23.04.2013;2013;4;23;1.275;0;414;259.8500391
76141 Sludka;24.04.2013;2013;4;24;3.3375;0;363;277.7734274
76141 Sludka;25.04.2013;2013;4;25;5.2625;0.075;320;279.8618929
76141 Sludka;26.04.2013;2013;4;26;5.6375;6.275;300;283.3614207
76141 Sludka;27.04.2013;2013;4;27;4.4;17.75;307;301.1291309
76141 Sludka;28.04.2013;2013;4;28;4.8125;0;329;331.6423242
76141 Sludka;29.04.2013;2013;4;29;5;0;322;362.96965
76141 Sludka;30.04.2013;2013;4;30;4.9;0.75;322;376.7792355
76141 Sludka;01.05.2013;2013;5;1;6.725;2.25;315;371.7077933
76141 Sludka;02.05.2013;2013;5;2;4.15;0;320;350.5943906
76141 Sludka;03.05.2013;2013;5;3;7.6375;0;326;324.8738915
76141 Sludka;04.05.2013;2013;5;4;6.2;0;330;297.4687084
76141 Sludka;05.05.2013;2013;5;5;7.9375;0.175;330;271.6016599
76141 Sludka;06.05.2013;2013;5;6;7.0125;2.65;321;248.1680008
76141 Sludka;07.05.2013;2013;5;7;6.8;0.375;305;227.8088632
76141 Sludka;08.05.2013;2013;5;8;7.95;0.75;282;210.3404748
76141 Sludka;09.05.2013;2013;5;9;5.5375;2.25;246;194.5280647
76141 Sludka;10.05.2013;2013;5;10;6.0875;0;227;179.9910492
76141 Sludka;11.05.2013;2013;5;11;6.475;0;197;166.2269756
76141 Sludka;12.05.2013;2013;5;12;7.925;0;171;152.6841605
76141 Sludka;13.05.2013;2013;5;13;11.4875;0;157;139.4421861
76141 Sludka;14.05.2013;2013;5;14;12.45;0.5;133;126.7956721
76141 Sludka;15.05.2013;2013;5;15;9.9;1;103;115.5423846
76141 Sludka;16.05.2013;2013;5;16;12.8125;10.25;87;107.9449211
76141 Sludka;17.05.2013;2013;5;17;12;3.75;78.6;104.352622
76141 Sludka;18.05.2013;2013;5;18;5.5875;0;83;103.9826926
76141 Sludka;19.05.2013;2013;5;19;7.35;0;91.6;101.7874302
76141 Sludka;20.05.2013;2013;5;20;10.975;0.4;102;96.34137211
76141 Sludka;21.05.2013;2013;5;21;5.0625;0;93.5;88.14011313
76141 Sludka;22.05.2013;2013;5;22;6.3125;0;80.1;79.804809
76141 Sludka;23.05.2013;2013;5;23;11.6375;0;67.5;72.06628595
76141 Sludka;24.05.2013;2013;5;24;14.9125;0.125;60.4;64.9061851
76141 Sludka;25.05.2013;2013;5;25;16.7875;0.975;56.2;58.44712007
76141 Sludka;26.05.2013;2013;5;26;22.375;2;51.2;53.04137578
76141 Sludka;27.05.2013;2013;5;27;12.525;8;49.9;49.80678376
76141 Sludka;28.05.2013;2013;5;28;10.9625;0;48.6;48.23011206
76141 Sludka;29.05.2013;2013;5;29;15.4;0;47.2;47.53701408
76141 Sludka;30.05.2013;2013;5;30;17.0625;0;46.4;45.20416496
76141 Sludka;31.05.2013;2013;5;31;15.3875;0;45.1;41.64499278
76141 Sludka;01.06.2013;2013;6;1;15.9625;0;42.2;37.60851302
76141 Sludka;02.06.2013;2013;6;2;16.1125;0;39.4;34.65183709
76141 Sludka;03.06.2013;2013;6;3;15.375;0;36.2;32.78713053
76141 Sludka;04.06.2013;2013;6;4;11.725;0;32.8;31.56158037
76141 Sludka;05.06.2013;2013;6;5;9.1875;7.5;30;30.97720347
76141 Sludka;06.06.2013;2013;6;6;10.325;13.5;30.8;31.97942243
76141 Sludka;07.06.2013;2013;6;7;12.9625;0;34.7;34.13015274
76141 Sludka;08.06.2013;2013;6;8;13.5625;0;36.5;36.31332773
76141 Sludka;09.06.2013;2013;6;9;14.5375;0;42;35.99992863
76141 Sludka;10.06.2013;2013;6;10;17.7375;0;44.4;34.07089506
76141 Sludka;11.06.2013;2013;6;11;19.425;0;41.2;31.61233801
76141 Sludka;12.06.2013;2013;6;12;19.325;3.75;36.6;30.17155917
76141 Sludka;13.06.2013;2013;6;13;14.575;2.5;31.1;29.37846649
76141 Sludka;14.06.2013;2013;6;14;9.05;0.75;26.9;28.90202408
76141 Sludka;15.06.2013;2013;6;15;15.275;0;26.4;28.40017158
76141 Sludka;16.06.2013;2013;6;16;17.475;2;24.4;27.78435345
76141 Sludka;17.06.2013;2013;6;17;19.025;2.25;22.4;27.07390575
76141 Sludka;18.06.2013;2013;6;18;21.9875;6.825;22.3;26.59828152
76141 Sludka;19.06.2013;2013;6;19;19.475;0.225;21.5;26.29387826
76141 Sludka;20.06.2013;2013;6;20;15.325;0;20.7;26.05400475
76141 Sludka;21.06.2013;2013;6;21;20.2375;0.625;20.6;25.46416053
76141 Sludka;22.06.2013;2013;6;22;23.8;0.375;21.1;24.63263932
76141 Sludka;23.06.2013;2013;6;23;24.9125;0;20.3;23.62326431
76141 Sludka;24.06.2013;2013;6;24;24.425;0;19.9;22.61531252
76141 Sludka;25.06.2013;2013;6;25;24.5375;0;19.2;21.56582572
76141 Sludka;26.06.2013;2013;6;26;23.1625;0.5;18.7;20.48255703
76141 Sludka;27.06.2013;2013;6;27;22.2375;1.5;18.5;19.41193073
76141 Sludka;28.06.2013;2013;6;28;20.4625;0;18.2;18.36776313
76141 Sludka;29.06.2013;2013;6;29;15.9625;0;16.5;17.33541737
76141 Sludka;30.06.2013;2013;6;30;14.4625;0;15.8;16.26419286
76141 Sludka;01.07.2013;2013;7;1;16.4;0;15.5;15.15979223
76141 Sludka;02.07.2013;2013;7;2;19.75;0;14.3;14.03606169
76141 Sludka;03.07.2013;2013;7;3;18.05;0;14.1;12.92187103
76141 Sludka;04.07.2013;2013;7;4;21.4;0;13.5;11.81518486
76141 Sludka;05.07.2013;2013;7;5;24.075;0;13.5;10.71414418
76141 Sludka;06.07.2013;2013;7;6;22.7875;0;13.2;9.617131385
76141 Sludka;07.07.2013;2013;7;7;19.86666667;2.5;12.9;8.560896344
76141 Sludka;08.07.2013;2013;7;8;21.95;3.5;12.6;7.602143546
76141 Sludka;09.07.2013;2013;7;9;20.07142857;0;13;6.745500987
76141 Sludka;10.07.2013;2013;7;10;18.1875;7;12.7;6.035003037
76141 Sludka;11.07.2013;2013;7;11;18.8;0;13;5.365810949
76141 Sludka;12.07.2013;2013;7;12;20.5125;0;13.3;4.739426113
76141 Sludka;13.07.2013;2013;7;13;16.275;0;13.3;3.966075763
76141 Sludka;14.07.2013;2013;7;14;14.15;0;12.1;3.093953306
76141 Sludka;15.07.2013;2013;7;15;14;0;11.5;2.119134281
76141 Sludka;16.07.2013;2013;7;16;17.8875;0;10.3;1.153365711
76141 Sludka;17.07.2013;2013;7;17;18.825;0;9.76;0.280302272
76141 Sludka;18.07.2013;2013;7;18;18.625;0.5;9.76;-0.389621348
76141 Sludka;19.07.2013;2013;7;19;18.3125;2.5;9.76;-0.722929301
76141 Sludka;20.07.2013;2013;7;20;19.4125;0;9.76;-0.823428459
76141 Sludka;21.07.2013;2013;7;21;21.3125;2;9.76;-0.779099643
76141 Sludka;22.07.2013;2013;7;22;22.2375;0;9.76;-0.793683643
76141 Sludka;23.07.2013;2013;7;23;17.55;10;10;-0.639370902
76141 Sludka;24.07.2013;2013;7;24;17.9875;0;10;-0.472861813
76141 Sludka;25.07.2013;2013;7;25;18.575;0.75;10.3;-0.244943474
76141 Sludka;26.07.2013;2013;7;26;17.7875;2.25;10.6;-0.306020823
76141 Sludka;27.07.2013;2013;7;27;16.72857143;0;10.3;-0.469668062
76141 Sludka;28.07.2013;2013;7;28;18.45;4;10.6;-0.591421076
76141 Sludka;29.07.2013;2013;7;29;19.3125;5;10.9;-0.532345952
76141 Sludka;30.07.2013;2013;7;30;19.3;3.25;11.5;-0.329287422
76141 Sludka;31.07.2013;2013;7;31;20.175;3.85;11.7;-0.176968462
76141 Sludka;01.08.2013;2013;8;1;19.95714286;2.3;11.7;-0.130535827
76141 Sludka;02.08.2013;2013;8;2;19.675;0;12;-0.235409134
76141 Sludka;03.08.2013;2013;8;3;19.2625;0;12.2;-0.437345055
76141 Sludka;04.08.2013;2013;8;4;19.3375;0;12.2;-0.649846478
76141 Sludka;05.08.2013;2013;8;5;19.6625;0;12.1;-0.796026058
76141 Sludka;06.08.2013;2013;8;6;15.0375;4.075;12;-0.782759046
76141 Sludka;07.08.2013;2013;8;7;16.9375;0.225;11.9;-0.709057798
76141 Sludka;08.08.2013;2013;8;8;15.5375;0;11.9;-0.628008517
76141 Sludka;09.08.2013;2013;8;9;18.2125;0;11.1;-0.698578833
76141 Sludka;10.08.2013;2013;8;10;19.45;0;11.3;-0.779876885
76141 Sludka;11.08.2013;2013;8;11;17.0375;0;10.6;-0.865367833
76141 Sludka;12.08.2013;2013;8;12;14.1875;1;10.4;-0.856486156
76141 Sludka;13.08.2013;2013;8;13;18.8625;4;10;-0.763193421
76141 Sludka;14.08.2013;2013;8;14;18.9375;0;9.83;-0.663651553
76141 Sludka;15.08.2013;2013;8;15;21.25;2.75;9.83;-0.539839057
76141 Sludka;16.08.2013;2013;8;16;19.425;2.5;9.63;-0.517703632
76141 Sludka;17.08.2013;2013;8;17;18.3125;0.75;10;-0.482636639
76141 Sludka;18.08.2013;2013;8;18;15.5625;0;10.2;-0.545848418
76141 Sludka;19.08.2013;2013;8;19;14.3125;0;9.8;-0.639234467
76141 Sludka;20.08.2013;2013;8;20;16.1875;0;9.97;-0.766306755
76141 Sludka;21.08.2013;2013;8;21;16.425;1;9.97;-0.817409147
76141 Sludka;22.08.2013;2013;8;22;16.4125;0;9.74;-0.815798917
76141 Sludka;23.08.2013;2013;8;23;16.9625;0;9.34;-0.797682377
76141 Sludka;24.08.2013;2013;8;24;15.2875;0;9.5;-0.820253797
76141 Sludka;25.08.2013;2013;8;25;10.8625;0;9.09;-0.843624124
